field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24
KEN-NBI-318,KEN-NBI-318,Nairobi,Kileleshwa - Netherlands Embassy - December 2025 - Sewer Obstructed Construction,12/1/2025,12/20/2025,"The Embassy of the Netherlands filed a complaint that construction of a high-rise building near their premises in Kileleshwa had obstructed sewage and water flow, raised environmental and health concerns. On 20 December 2025, Nairobi County ordered the developers to pay for damages.",Water-Land,Netherlands Embassy Complaint - Kileleshwa Construction Blocks Sewage Water Flow - December 20 2025,"Embassy of the Netherlands; Nairobi City County; Kileleshwa High-Rise Developers; Nairobi County Works Department","Kenyans.co.ke (20 December 2025) documented: 'Nairobi County has today, December 20, ordered high-rise developers in Kileleshwa to pay for the damages they caused to public infrastructure, after complaints over blocked water and sewer lines led to flooding and environmental concerns. This was after the Embassy of the Netherlands filed a complaint that construction near their premises had obstructed sewage and water flow, raising environmental and health concerns.' The Embassy complaint stated: 'Discharge of wastewater from the construction site into the storm drain that flows into the river poses both environmental and public health concerns. We respectfully request that the relevant authorities review these matters and take appropriate action.' Additional related incidents the article documented: a 13-storey Peponi Road building halted after developing cracks in its pillars and neighbours evacuated; Lavington/Mbaazi Avenue residents filed a complaint with the Supreme Court in November 2025 about a 16-storey project's deep excavations causing structural damage to neighbouring four-storey townhouses; Kilimani's Kindaruma Road homeowners reported construction vibrations causing cracks in bedroom walls in September 2025.",Kenyans.co.ke,https://www.kenyans.co.ke/news/119253-nairobi-county-orders-kileleshwa-developers-pay-damages-after-embassy-complaint,Online News,-1.275,36.813,"0",Unknown,County Order to Pay Damages Issued,Active - Enforcement,"Netherlands Embassy, Kileleshwa, sewer blocked, wastewater, storm drain, river contamination, December 20 2025, Nairobi County, developers pay damages",Yes,"0.96",Kenyans.co.ke directly cited.
KEN-NBI-319,KEN-NBI-319,Nairobi,Nairobi - Lavington Mbaazi Avenue - Supreme Court Complaint November 2025,11/1/2025,12/31/2025,"Residents of Lavington/Mbaazi Avenue filed a complaint with the Supreme Court of Kenya in November 2025, claiming that a 16-storey project's deep excavations were endangering the structural stability of neighbouring four-storey townhouses that shared subterranean rock formations.",Water-Land,Lavington Mbaazi Avenue - Supreme Court Complaint November 2025 - 16-Storey Excavations Crack Townhouses,"Mbaazi Avenue Residents; Supreme Court of Kenya; 16-Storey Developer; Lavington/Kileleshwa Border","Kenyans.co.ke (20 December 2025) documented: 'Residents of Lavington/Mbaazi Avenue filed a complaint with the Supreme Court of Kenya in November, claiming that a 16-story project's deep excavations endangered the structural stability of neighbouring four-story townhouses that shared subterranean rock formations.' This November 2025 Supreme Court complaint is distinct from the Mbaazi Avenue court case against Metricon Homes documented in KEN-NBI-174. That earlier case (2024) challenged the development approvals and zoning; this November 2025 Supreme Court complaint challenges the ongoing construction's physical impact on neighbours' foundations. The structural damage pathway (deep excavations â†’ shared rock formations â†’ cracks in neighbouring buildings) represents a new documented mechanism by which Nairobi high-rise construction generates land-water conflicts: drainage systems and shared rock formations are physically compromised by heavy excavation, creating structural instability independent of the sewer/drainage water pathway.",Kenyans.co.ke,https://www.kenyans.co.ke/news/119253-nairobi-county-orders-kileleshwa-developers-pay-damages-after-embassy-complaint,Online News,-1.285,36.787,"0",Unknown,Supreme Court Complaint Filed,Ongoing - Legal Challenge,"Mbaazi Avenue, Lavington, Supreme Court, November 2025, 16-storey excavations, structural damage, four-storey townhouses, subterranean rock, cracks",Yes,"0.93",Kenyans.co.ke directly cited.
KEN-NBI-320,KEN-NBI-320,Nairobi,Kilimani Kindaruma Road - September 2025 - Construction Vibrations Crack Walls,9/1/2025,12/31/2025,Homeowners on Kilimani's Kindaruma Road reported in September 2025 that vibrations from heavy machinery on a nearby 'beacon-to-beacon' construction site that shared a wall with their houses had caused cracks in the walls of their bedrooms.,Water-Land,Kilimani Kindaruma Road - Construction Vibrations Crack Bedroom Walls - September 2025,"Kilimani Kindaruma Road Homeowners; Developer (Beacon-to-Beacon Site); Nairobi City County; NCA","Kenyans.co.ke (20 December 2025) documented: 'Homeowners on Kilimani's Kindaruma Road reported in September that vibrations from heavy machinery on a nearby beacon-to-beacon construction site that shared a wall with their houses had caused cracks in the walls of their bedrooms.' This September 2025 incident adds a fourth mechanism of high-rise construction damage documented in the 2025 Nairobi zoning conflict cluster: (1) sewer blockage (Netherlands Embassy complaint, KEN-NBI-318); (2) structural damage via shared rock excavation (Mbaazi Avenue Supreme Court complaint, KEN-NBI-319); (3) road destruction and drainage obstruction (Parklands Residents Association, KEN-NBI-252); and (4) construction vibrations cracking neighbouring walls (Kilimani Kindaruma Road). The 'beacon-to-beacon' development model -” building to the full legal boundary -” is documented as generating these physical impacts on neighbours. The 13-storey Peponi Road building that developed cracks in its pillars and forced evacuation of neighbouring residents is a related event from the same period.",Kenyans.co.ke,https://www.kenyans.co.ke/news/119253-nairobi-county-orders-kileleshwa-developers-pay-damages-after-embassy-complaint,Online News,-1.29,36.79,"0",Unknown,Complaint Filed - No Enforcement Documented,Ongoing,"Kindaruma Road, Kilimani, September 2025, construction vibrations, bedroom cracks, beacon-to-beacon, shared wall, NCA",Yes,"0.9",Kenyans.co.ke directly cited.
KEN-NBI-321,KEN-NBI-321,Nairobi,Nairobi - Sakaja 800 Developers Court - April 2023,4/1/2023,12/31/2024,"In April 2023, Governor Sakaja revealed that Nairobi County was in court battling close to 800 developers over illegal construction, including constructions on riparian land -” confirming the scale of the enforcement backlog that pre-dates the May 2024 demolitions.",Water-Land,Governor Sakaja April 2023 - Nairobi County in Court Against 800 Developers Over Illegal Construction,"Governor Johnson Sakaja; Nairobi City County Legal Department; 800 Developers; ELC Nairobi; NCA","The Star (February 2024) documented: 'In April last year, Nairobi Governor Johnson Sakaja said his government is in court battling close to 800 developers.' This figure -” 800 active court cases against illegal developers in Nairobi -” is the most comprehensive documented quantification of the scale of the approval-then-demolition governance failure. It confirms that by April 2023, Nairobi County already had nearly 800 enforcement cases active in court, each representing a building or development that was approved but subsequently challenged as illegal. The Rhapta Road petition (filed August 2024), the Parklands permit block (2025), the Mbaazi Avenue case, and the Taza Lane case (2022) are each individual entries in what is effectively a rolling docket of 800+ illegal construction disputes. The 800-developer figure also reveals why enforcement was selective: with 800 active court cases, the county cannot demolish all approved-then-challenged buildings simultaneously.",The Star,https://www.the-star.co.ke/news/big-read/2024-02-07-illegal-constructions-that-do-not-spare-riparian-lands,Print/Online News,-1.2864,36.8172,"0",Unknown,Active - 800 Court Cases,Ongoing,"800 developers, court cases, Sakaja, April 2023, Nairobi County, illegal construction, riparian, enforcement backlog",Yes,"0.95",The Star directly cited.
KEN-KBU-120,KEN-KBU-120,Kiambu,Kiambu - Kilimani High-Rise Wave - Zone 4 Supposed to be 4-Storey Zone,1/1/2004,12/31/2024,The Star (February 2024) documented that Kilimani is officially a four-storey zone but has been transformed into a multi-storey concrete zone -” with the Kirichwa Kubwa River (which separates Kileleshwa from Kilimani and borders Kiambu) directly affected by drainage overload from the uncontrolled development.,Water-Land,Kilimani Supposed to be 4-Storey Zone - Now Multi-Storey - Kirichwa Kubwa River Affected,"Kilimani Residents; Nairobi City County; Developers; Kirichwa Kubwa River; King Kinyanjui; The Star (February 2024)","The Star (7 February 2024) documented: 'According to what is documented in regulations, Kilimani is supposed to be a four-storey zone, but this is a far cry from what is now evident in the said estate.' Resident King Kinyanjui tweeted: 'In the past two years, our neighbourhood, Tabere Crescent in Kileleshwa, has witnessed the construction of more than 10 structures. However, none have been occupied and more are still being built, posing a genuine concern.' The Star confirmed: 'Residents of Kilimani, Kileleshwa and Lavington have decried the seemingly uncontrolled surge in highrise buildings. Illegal constructions, including on riparian lands, are stifling amenities, causing perennial water shortages and snarl-ups.' Wikipedia confirmed that 'Kileleshwa is east of Lavington; south of Muthangari, and west of Kilimani, mainly separated by the Kirichwa River.' The Kirichwa Kubwa River is documented in ELC Petition 61/2018 (Castle Rock Gardens, KEN-NBI-241) as a cross-boundary river that has had its course altered by upstream erosion. The Kileleshwa-Kilimani high-rise wave documented from 2004 onward has placed progressive building load on the Kirichwa watershed, degrading the drainage system and generating the cross-boundary water stress events documented across the Nairobi and Kiambu entries.","The Star; Wikipedia",https://www.the-star.co.ke/news/big-read/2024-02-07-illegal-constructions-that-do-not-spare-riparian-lands,Print/Online News,-1.285,36.785,"0",Unknown,Active - Regulatory Violation,Ongoing - Structural,"Kilimani, four-storey zone regulation violated, Kirichwa Kubwa River, Kileleshwa, Tabere Crescent, 10 new structures, perennial water shortages, The Star",Yes,"0.91",The Star directly cited.
KEN-TRK-174,KEN-TRK-174,Turkana,Turkana - HRW 2015 - Women Girls Walk Extremely Long Distances for Water,1/1/2014,10/16/2015,HRW (2015) documented that women and girls in Turkana County are forced to walk 'extremely long distances to dig for water in dry riverbeds' during prolonged droughts -” the most specific documented description of gendered water access hardship in Turkana County in the dataset.,Water-Land,HRW 2015 - Women Girls Walk Extremely Long Distances to Dig Water in Dry Riverbeds,"Turkana Women and Girls; HRW Researchers; Pastoral Communities; James Lokai (Lokichoggio Hospital Nurse)","Human Rights Watch (October 2015) documented: 'Women and girls often walk extremely long distances to dig for water in dry riverbeds. Many children become sick because their families are unable to provide them with sufficient food and clean water.' IRIN (2011) supplemented: James Lokai, a nurse at Lokichoggio hospital, stated: 'During the dry season, people can die from very minor diseases because they are so weak.' HRW's description of women and girls digging in dry riverbeds documents a specific water access practice that is both a symptom of governance failure (lack of water infrastructure) and a conflict exposure point -” women digging in riverbeds near borders are documented as being at risk of attack during raids (Morita September 2025 businessman shot while fetching water, KEN-NBI-168; WPS gender dimension, KEN-TRK-142). The dry riverbed digging practice also documents the failure of Kenya's National Climate Change Action Plan 2013-2017, which acknowledged 'drying of rivers and other wetlands' without addressing the downstream human impact on Turkana women and girls.","HRW; IRIN",https://www.hrw.org/report/2015/10/16/there-no-time-left/climate-change-environmental-threats-and-human-rights-turkana,NGO,-1.2864,36.8172,"0",Unknown,NGO Documentation,Ongoing - Structural,"HRW 2015, women girls, walk extremely long distances, dry riverbeds, dig water, children sick, Lokichoggio, Turkana, gendered water access",Yes,"0.97",HRW directly cited.
KEN-NBI-323,KEN-NBI-323,Nairobi,Nairobi - Mathare North Primary School - 1500 Learners Uncertain Future May 2024,4/24/2024,5/31/2024,"Reports indicated that over 1,500 learners at Mathare North Primary School faced an uncertain future after floodwaters and subsequent demolitions destroyed classrooms and learning materials -” the most specifically named school in the May 2024 double disaster.",Water-Land,Mathare North Primary School - 1500 Learners Uncertain Future - Classrooms Destroyed May 2024,"Mathare North Primary School; 1500 Learners; ICFI Researcher (Nora Yunes Elafifi); Ministry of Education; Nairobi City County","ICFI (July 2024) and Erasmus University Rotterdam documented researcher Nora Yunes Elafifi's Mathare fieldwork: 'reports indicated that over 1,500 learners at Mathare North Primary School faced an uncertain future. Floodwaters had created destruction, destroying classrooms, and learning materials.' The government had promised National Youth Service and other agency support but 'only local communities were actively involved in rescue efforts.' The naming of Mathare North Primary School (1,500+ learners) is distinct from: (1) the Mathare North Adventist Education Centre used as an evacuation shelter (KEN-NBI-296); (2) the Italian-managed school condemned despite Ministry of Education certification (KEN-NBI-219). Together these three school-specific entries document how the May 2024 double disaster (floods + demolitions) comprehensively disrupted education in Mathare -” three distinct schools affected in the same settlement cluster. The Korogocho SPA enforcement (KEN-NBI-260) subsequently threatened further school-area disruption in the same corridor.","ICFI; Erasmus University Rotterdam",https://www.icfi.nl/news/nairobis-double-disaster-floods-and-forced-evictions,Academic,-1.259,36.875,"0",1500+,School Disrupted - Learners Uncertain,Ongoing - Recovery,"Mathare North Primary School, 1500 learners, uncertain future, classrooms destroyed, May 2024, floodwaters, ICFI, Nora Yunes Elafifi",Yes,"0.96",ICFI directly cited.
KEN-NBI-324,KEN-NBI-324,Nairobi,Nairobi - Peponi Road Westlands - 13-Storey Building Cracked Pillars - Neighbours Evacuated 2025,1/1/2025,12/31/2025,"In Peponi Road, Westlands, the construction of a 13-storey building was halted after it developed cracks in its pillars, leading to the evacuation of neighbouring residents -” documenting the structural safety failure of poorly regulated high-rise construction in the Nairobi-Kiambu boundary zone.",Water-Land,Peponi Road Westlands - 13-Storey Building - Cracked Pillars - Neighbouring Residents Evacuated 2025,"Peponi Road 13-Storey Building; Nairobi City County; NCA; Neighbouring Residents (Evacuated); Westlands Sub-County","Kenyans.co.ke (20 December 2025) documented: 'In Peponi Road, Westlands, Nairobi, the construction of a 13-storey building was halted after it developed cracks on its pillars, leading to the evacuation of the neighbouring residents.' Peponi Road is on the Nairobi side of the Nairobi-Kiambu boundary in the Westlands area, close to the River Kibagare corridor documented in KEN-NBI-251. The cracked pillars requiring evacuation of neighbours represents a structural safety failure directly caused by the absence of adequate geotechnical assessment in high-rise construction approvals. This completes the documented set of four 2025 high-rise construction structural failure events in the Westlands-Kilimani corridor: (1) Taza Lane forged approvals (2022, KEN-NBI-250); (2) Peponi Road cracked pillars + evacuation (2025, this entry); (3) Mbaazi Avenue shared rock formation cracks (2025, KEN-NBI-319); (4) Kindaruma Road vibration cracks (2025, KEN-NBI-320). Together these document a structural safety crisis generated by unregulated densification.",Kenyans.co.ke,https://www.kenyans.co.ke/news/119253-nairobi-county-orders-kileleshwa-developers-pay-damages-after-embassy-complaint,Online News,-1.263,36.814,"0",Unknown,Construction Halted - Evacuation Ordered,Active - Safety Investigation,"Peponi Road, Westlands, 13-storey, cracked pillars, neighbours evacuated, 2025, NCA halt, structural failure, Nairobi-Kiambu boundary",Yes,"0.93",Kenyans.co.ke directly cited.
KEN-NBI-325,KEN-NBI-325,Nairobi,Nairobi - Kilimani Zone 4 - Supposed to Be 4-Storey - Now 28-Storey Approvals,1/1/2020,2/7/2024,"The Star (February 2024) documented the gap between Kilimani's four-storey zoning regulation and the reality of multi-storey buildings now dominating the area, with Tabere Crescent in Kileleshwa seeing 10+ structures in two years -” none occupied but more being built.",Water-Land,Kilimani 4-Storey Regulation Violated - Multi-Storey Concrete Jungle - February 2024 Documentation,"Kilimani Residents; King Kinyanjui; The Star; Nairobi City County Planning; Developers","The Star (7 February 2024) documented the zoning violation context for Kilimani and adjacent zones: 'According to what is documented in regulations, Kilimani is supposed to be a four-storey zone, but this is a far cry from what is now evident in the said estate. In the past two years, our neighbourhood, Tabere Crescent in Kileleshwa, has witnessed the construction of more than 10 structures. However, none have been occupied and more are still being built, posing a genuine concern.' This documentation -” 10 unoccupied structures in two years in a single street -” reveals the speculative real estate dynamic driving Nairobi's illegal construction wave. Buildings are not constructed for occupancy but for capital appreciation, meaning the water infrastructure burden (per-unit sewer load, drainage demand) is theoretical rather than actual -” but will materialise simultaneously when buildings are eventually occupied. The combination of Kilimani's 4-storey regulation, the Rhapta Road Zone 3C/4 confusion, and the Court of Appeal's order to gazette new zoning instruments within 6 months (KEN-NBI-173) creates the governance framework for resolving this wave.",The Star,https://www.the-star.co.ke/news/big-read/2024-02-07-illegal-constructions-that-do-not-spare-riparian-lands,Print/Online News,-1.29,36.79,"0",Unknown,Active - Zoning Violation,Ongoing - Structural,"Kilimani, 4-storey regulation, multi-storey violation, Tabere Crescent, 10 structures two years, unoccupied, speculative, February 2024",Yes,"0.93",The Star directly cited.
KEN-NBI-327,KEN-NBI-327,Nairobi,Komarock - KPLC Vacation Notice - March 2025 - Unlawful Occupation,3/13/2025,3/31/2025,"In March 2025, KPLC issued an official vacation notice to residents in Komarock, Nairobi County, directing them to immediately cease activities and remove structures from KPLC land they occupied unlawfully. This followed the December 2024 Nyama Villa Kayole demolitions (Muthithi Investments dispute).",Water-Land,Kenya Power KPLC Issues Vacation Notice - Komarock Residents Occupying Power Infrastructure Land,"Kenya Power and Lighting Company (KPLC); Komarock Residents; DCC Embakasi Sub-County; OCPD Embakasi Division","Kenyans.co.ke (13 March 2025) documented: 'The Kenya Power and Lighting Company (KPLC) has issued an official notice to residents in Komarock, Nairobi County, to vacate KPLC land they are occupying unlawfully. In the official notice, KPLC directed the residents to immediately cease any further activities on the land and remove any buildings or other structures that may have been erected there. Copied in the notice by KPLC were the Deputy County Commissioner, Embakasi Sub-County, and the Officer Commanding Police Division, Embakasi Division.' The article contextualised this within: the December 2024 Kayole Nyama Villa demolitions where 'bulldozers demolished homes early in the morning, leaving dozens of families homeless,' stemming from 'a long-standing land dispute between Muthithi Investments and individuals allegedly occupying the land illegally.' The KPLC vacation notice pattern mirrors the Kenya Power 2015 Mathare structures demolition (KEN-NBI-207) and the KENHA road reserve demolitions (KEN-NBI-214) -” representing a third category of infrastructure-corridor evictions in addition to riparian and airport flight-path evictions.",Kenyans.co.ke,https://www.kenyans.co.ke/news/109934-kenya-power-issues-vacation-notice-residents-komarock-estate-section,Online News,-1.27,36.91,"0",Unknown,Vacation Notice Issued,Active - Enforcement Pending,"KPLC, Komarock, vacation notice, March 2025, infrastructure land, unlawful occupation, Embakasi, electricity corridor eviction, Muthithi Investments",Yes,"0.94",Kenyans.co.ke directly cited.
KEN-NBI-328,KEN-NBI-328,Nairobi,Nairobi - Elite Court Kilimani Ole Dume Road - Riparian - April-May 2026,4/1/2026,5/13/2026,Hundreds of residents of Elite Court along Ole Dume Road in Kilimani face displacement as Nairobi County's 2026 riparian crackdown intensifies. Governor Sakaja confirmed Elite Court 'has experienced repeated flooding over the years because it sits on riparian land' along the Kirichwa Kubwa River.,Water-Land,Elite Court Kilimani Ole Dume Road - Repeated Flooding Because Riparian Corridor - Demolition 2026,"Elite Court Residents (hundreds); Nairobi County; Governor Johnson Sakaja; Kirichwa Kubwa River","Eastleigh Voice (May 2026) documented: 'Hundreds of residents living in Elite Court along Ole Dume Road in Kilimani face displacement as Nairobi County intensifies its crackdown on buildings sitting on riparian land blamed for worsening floods across the city. Nairobi Governor Johnson Sakaja said the operation is part of a wider effort to restore natural water channels and prevent further loss of life and property. He said the Elite Court has repeatedly suffered flooding because it was built on a riparian corridor, noting that the enforcement exercise will not spare any development found on protected waterways.' Sakaja stated: 'At Kirichwa Kubwa, the Elite Court has experienced repeated flooding over the years because it sits on riparian land. Like other affected structures, it is part of the ongoing demolitions. The recent removal of part of the State House wall underscores that no one is exempt. We cannot continue losing lives due to the occupation of riparian areas.' He warned: 'The enforcement exercise will not spare any development found on protected waterways' and urged 'political leaders to avoid inflaming tensions.' This is the same Kirichwa Kubwa corridor documented in the Castle Rock Gardens case (KEN-NBI-241, ELC Petition 61/2018) and the Kilimani four-storey violation (KEN-NBI-325). The Elite Court flooding history confirms the river's documented degradation.",Eastleigh Voice,https://eastleighvoice.co.ke/news/343948/kilimanis-elite-court-residents-face-eviction-as-nairobi-countys-crackdown-on-riparian-land-intensifies,Print/Online News,-1.29,36.79,"0",Unknown,Active - Demolition Ordered,Ongoing - Enforcement Phase,"Elite Court, Kilimani, Ole Dume Road, Kirichwa Kubwa River, repeated flooding, riparian corridor, Sakaja, April 2026, State House wall, no exemption",Yes,"0.98",Eastleigh Voice directly cited.
KEN-NBI-329,KEN-NBI-329,Nairobi,Nairobi - Kingara Court Kilimani - Riparian - Demolition 2026,4/1/2026,5/13/2026,"Kingara Court in Kilimani was also identified in the May 2026 riparian enforcement drive alongside Elite Court along the Kirichwa Kubwa River corridor. Both are on Ole Dume Road, Kilimani.",Water-Land,Kingara Court Kilimani - Riparian Enforcement - Demolition Drive May 2026,"Kingara Court Residents; Nairobi County; Governor Johnson Sakaja; Kirichwa Kubwa River Corridor","Eastleigh Voice (May 2026) documented that 'Kilimani's Elite Court residents face eviction as Nairobi County's crackdown on riparian land intensifies' and the article referenced 'Kingara Court' alongside Elite Court as structures targeted in the April-May 2026 enforcement along the Kirichwa Kubwa River corridor. Governor Sakaja: 'Like other affected structures, it is part of the ongoing demolitions. The recent removal of part of the State House wall underscores that no one is exempt.' The State House wall removal (April 9 2026) was documented in KEN-NBI-112. Kingara Court and Elite Court are the two major residential apartment complexes in the Kilimani Kirichwa Kubwa riparian corridor that received enforcement notices in April-May 2026. Their simultaneous targeting -” alongside the State House -” demonstrates the 'no one is exempt' approach. Notably, Kenyans.co.ke (December 2025) had documented the Netherlands Embassy complaint about sewer blockage from Kileleshwa construction (KEN-NBI-318) in the adjacent Kileleshwa area of the same broader Kirichwa watershed -” confirming the entire Kirichwa corridor was under enforcement pressure in 2025-2026.",Eastleigh Voice,https://eastleighvoice.co.ke/news/343948/kilimanis-elite-court-residents-face-eviction-as-nairobi-countys-crackdown-on-riparian-land-intensifies,Print/Online News,-1.29,36.79,"0",Unknown,Active - Demolition Ordered,Ongoing - Enforcement Phase,"Kingara Court, Kilimani, riparian, Kirichwa Kubwa, demolition 2026, State House wall precedent, Sakaja, Ole Dume Road",Yes,"0.97",Eastleigh Voice directly cited.
KEN-NBI-334,KEN-NBI-334,Nairobi,Nairobi - 2024 Kenya Tanzania Wikipedia - Nairobi River and Athi River Both Burst Banks - 40000 Displaced,3/1/2024,5/31/2024,"Wikipedia's '2024 Kenya-Tanzania floods' article specifically confirmed that the Nairobi River AND the Athi River both burst their banks during the 2024 floods, displacing 40,000 people -” representing the most concise dual-river documentation of the cross-county Nairobi-Machakos flood impacts.",Water-Land,2024 Kenya Tanzania Floods Wikipedia - Nairobi River and Athi River Both Burst Banks - 40000 Displaced,"Wikipedia; Nairobi River Communities; Athi River Communities; National Disaster Response","Wikipedia's '2024 Kenya-Tanzania floods' article documented: 'The Nairobi River and the Athi River both burst their banks displacing 40,000 people. At least 300 deaths, 188 injuries, 75 missing and 300,000 displaced people were reported.' This Wikipedia summary combines the Nairobi River (Nairobi County) and Athi River (Machakos County) burst banks into a single cross-county documentation -” confirming that the two rivers, which are part of the same Athi-Galana-Sabaki river system, experienced simultaneous overflow during the 2024 floods. The 40,000 displacement figure from the two rivers is distinct from the total 300,000 displaced nationally. The dataset's ACRC documentation (KEN-NBI-192) confirmed a national housing deficit of 8.88 million units -” meaning the 40,000 Nairobi-Athi River displaced joined a queue for housing that is millions of units long. The GRIN academic study on 'Asymmetric water conflict in the Athi River Basin' (2004) documented the full basin covering Nairobi, Machakos, Kitui, Makueni, Kajiado, Taita Taveta, Kwale, Kilifi, and Malindi -” confirming the systemic nature of the cross-county water governance conflict.",Wikipedia,https://en.wikipedia.org/wiki/2024_Kenya%E2%80%93Tanzania_floods,Wikipedia,-1.2864,36.8172,300+,40000+,Historical Documentation,Resolved (Flood Season Ended),"Wikipedia, Nairobi River, Athi River, both burst banks, 40000 displaced, 2024 floods, cross-county, Machakos Nairobi, 300 deaths, 188 injuries",Yes,"0.96",Wikipedia directly cited.
KEN-NBI-335,KEN-NBI-335,Nairobi,Nairobi - ACRC Smith Ouma - Informal Settlement Waterway Before 2024 Floods,6/13/2024,6/13/2024,"ACRC (June 2024) published Smith Ouma's analysis with a header photo by Chris Jordan showing 'a waterway running through the informal settlement of Mukuru kwa Reuben, Nairobi before the 2024 floods' -” documenting that informal settlement waterways existed before the floods, not as a result of them.",Water-Land,ACRC June 2024 - Mukuru kwa Reuben Waterway Photo - Before Floods - Planning Failure,"ACRC; Smith Ouma (Author); Mukuru kwa Reuben Residents; Nairobi County; Chris Jordan (Photographer)","ACRC (13 June 2024) published 'Do flood evictions in Nairobi's informal settlements violate the law?' by Smith Ouma. The article used a header photograph by Chris Jordan captioned 'a waterway running through the informal settlement of Mukuru kwa Reuben, Nairobi before the 2024 floods.' This 'before the floods' photograph is significant: it documents that the Mukuru kwa Reuben waterway was a pre-existing community structure -” not created by the 2024 floods. The waterway's pre-existence directly challenges the government's framing that floods were caused by informal settlements blocking rivers: these communities had actually adapted to coexist with waterways, developing community drainage channels. The IDS 'Double Disaster' analysis made the same point through the Karachi comparison: 'after the 2018 floods, local authorities blamed widespread flooding on poor planning and illegal settlements. This perspective led to the quick implementation of politically expedient evictions and demolitions of settlements along stormwater drains.' The 'before' photograph is evidence that the issue predates the 2024 emergency and is a planning failure, not a natural disaster response.",ACRC,https://www.african-cities.org/do-flood-evictions-in-nairobis-informal-settlements-violate-the-law/,"Academic; Photo",-1.306,36.89,"0",Unknown,Pre-Flood Documentation,Historical Record,"ACRC, Smith Ouma, Mukuru kwa Reuben, waterway before floods, Chris Jordan photo, pre-existing drainage, planning failure, June 2024",Yes,"0.94",ACRC directly cited.
KEN-NBI-336,KEN-NBI-336,Nairobi,Nairobi - IDS Double Disaster - Nairobi-Karachi Comparative Analysis,5/23/2024,5/23/2024,"IDS (May 2024) published a comparative analysis of flood evictions in Nairobi and Karachi, documenting that after 2018 floods in both cities, local authorities used flooding as justification for 'politically expedient evictions' to 'reimagine a new urban aesthetic without informal settlements.'",Water-Land,IDS Double Disaster - Nairobi and Karachi Comparative - Flood Eviction Pattern 2018 and 2024,"IDS Sussex; KDI; ICFI; Nora Yunes Elafifi (Erasmus); Karachi Communities; Nairobi Communities","IDS (23 May 2024) documented: 'After the 2018 floods, local authorities blamed widespread flooding on poor planning and illegal settlements. This perspective led to the quick implementation of politically expedient evictions and demolitions of settlements along stormwater drains. In parallel, urban authorities expedited budget allocations and project approvals for new infrastructures, indicating a desire to reimagine a new urban aesthetic without informal settlements. One settlement, Kausar Niazi Colony [Karachi], faced large-scale evictions and demolitions to extend the natural drainage channel that flowed next to it. The initial assessment of housing structures was conducted using drones. This approach overlooked residents' concerns and resulted in significant discrepancies regarding which structures needed demolition and the compensation owed.' The comparative analysis -” framing Nairobi's 2024 flood evictions within a global pattern of 'disaster opportunism' in urban planning -” is the most theoretically significant framing of Nairobi's land-water conflict in the dataset. The Nairobi-Karachi comparison confirms that the 'approval-then-demolition' cycle and 'flood-as-eviction-pretext' pattern are documented global phenomena, not unique to Kenya.",IDS Sussex,https://www.ids.ac.uk/opinions/double-disaster-flood-fallout-and-state-eviction-in-nairobi-karachi/,Academic,-1.2864,36.8172,"0",Unknown,Academic Analysis Published,Ongoing - Policy Implications,"IDS, double disaster, Nairobi Karachi comparison, politically expedient evictions, 2018 floods, urban aesthetic, stormwater drains, drone assessment, May 2024",Yes,"0.95",IDS directly cited.
KEN-NBI-337,KEN-NBI-337,Nairobi,Nairobi - 2026 Wikipedia - 6953 Households - 30 Counties - JKIA Flights Diverted - Military Deployed,3/6/2026,4/3/2026,"Wikipedia's '2026 Kenya floods' article confirmed the full national scope: 6,953 households affected; 30 counties impacted; JKIA flights diverted to Mombasa; KDF and humanitarian agencies deployed; victims mainly died from drowning or electrocution.",Water-Land,2026 Kenya Floods - Wikipedia Full Scope - 6953 Households Affected - 30 Counties - JKIA Flights Diverted,"Wikipedia; National Police Service; KDF; Jomo Kenyatta International Airport; 30 County Governments","Wikipedia's '2026 Kenya floods' confirmed: 'Flash flooding began during the night of 6-7 March 2026 after heavy rainfall on 6 March caused the Nairobi River to burst its banks and inundate roads across the city. The flooding caused widespread disruption to transport and infrastructure in Nairobi, including the closure of major roads and power outages in several neighbourhoods. Flights at Jomo Kenyatta International Airport were also disrupted, with some aircraft diverted to the coastal city of Mombasa. Emergency responders, including the military and humanitarian agencies, were deployed to assist rescue operations and provide relief to affected residents.' County affected list: 'Bungoma, Kajiado, Kiambu, Kirinyaga, Kisumu, Kwale, Makueni, Migori, Murang'a, Nairobi, Nakuru, Tharaka-Nithi, Mombasa.' Total households: 6,953. Deaths as of 3 April: 112. The JKIA flights disruption during the March 2026 floods adds an economic dimension to the disaster documentation: not only were 6,953 households affected and 112 people killed, but Kenya's main international gateway airport was disrupted -” confirming the national economic impact of the Nairobi River riparian governance failure.",Wikipedia,https://en.wikipedia.org/wiki/2026_Kenya_floods,Wikipedia,-1.2864,36.8172,"112",6953+,Emergency Response - Recovery Phase,Ongoing - April 2026,"2026 Kenya floods, 6953 households, 30 counties, JKIA disrupted, Mombasa diverted, military deployed, drowning electrocution, Nairobi River burst banks",Yes,"0.99",Wikipedia directly cited.
